id,game_no,game_name,game_code,type,cost_price,tax,sale_price,date_of_sale
2109,98,GAME 98ZZZZZZZZZZZZZ,G98ZZ,2,80.44,7.24,96.53,2024-04-29 22:25:02
2110,29,GAME 29ZZZZZZZZZZZZZ,G29ZZ,1,39.67,3.57,47.60,2024-04-12 11:31:08
2111,66,GAME 66ZZZZZZZZZZZZZ,G66ZZ,1,59.86,5.39,71.83,2024-04-21 01:33:58
2112,91,GAME 91ZZZZZZZZZZZZZ,G91ZZ,1,22.55,2.03,27.06,2024-04-21 11:38:31
2113,94,GAME 94ZZZZZZZZZZZZZ,G94ZZ,1,87.03,7.83,104.44,2024-04-11 09:59:33
2114,3,GAME 3ZZZZZZZZZZZZZZ,G3ZZZ,2,63.25,5.69,75.90,2024-04-09 10:00:51
2115,86,GAME 86ZZZZZZZZZZZZZ,G86ZZ,2,15.87,1.43,19.04,2024-04-27 12:55:40
2116,80,GAME 80ZZZZZZZZZZZZZ,G80ZZ,2,77.71,6.99,93.25,2024-04-25 10:06:14
2117,77,GAME 77ZZZZZZZZZZZZZ,G77ZZ,1,30.29,2.73,36.35,2024-04-26 01:22:29
2118,46,GAME 46ZZZZZZZZZZZZZ,G46ZZ,1,26.68,2.40,32.02,2024-04-19 07:56:52
2119,18,GAME 18ZZZZZZZZZZZZZ,G18ZZ,1,31.46,2.83,37.75,2024-04-17 19:06:36
2120,40,GAME 40ZZZZZZZZZZZZZ,G40ZZ,2,76.41,6.88,91.69,2024-04-21 00:34:33
2121,37,GAME 37ZZZZZZZZZZZZZ,G37ZZ,2,51.96,4.68,62.35,2024-04-23 16:13:19
2122,43,GAME 43ZZZZZZZZZZZZZ,G43ZZ,1,67.53,6.08,81.04,2024-04-17 00:52:16
2123,52,GAME 52ZZZZZZZZZZZZZ,G52ZZ,2,13.72,1.23,16.46,2024-04-11 09:24:15
2124,76,GAME 76ZZZZZZZZZZZZZ,G76ZZ,1,98.21,8.84,117.85,2024-04-14 11:29:52
2125,6,GAME 6ZZZZZZZZZZZZZZ,G6ZZZ,1,25.87,2.33,31.04,2024-04-21 01:19:45
2126,100,GAME 100ZZZZZZZZZZZZ,G100Z,1,84.57,7.61,101.48,2024-04-06 10:24:16
2127,75,GAME 75ZZZZZZZZZZZZZ,G75ZZ,2,25.08,2.26,30.10,2024-04-10 07:54:17
2128,63,GAME 63ZZZZZZZZZZZZZ,G63ZZ,2,67.39,6.07,80.87,2024-04-16 03:45:29
2129,90,GAME 90ZZZZZZZZZZZZZ,G90ZZ,2,65.39,5.89,78.47,2024-04-20 08:25:22
2130,79,GAME 79ZZZZZZZZZZZZZ,G79ZZ,2,92.65,8.34,111.18,2024-04-02 23:14:10
2131,3,GAME 3ZZZZZZZZZZZZZZ,G3ZZZ,2,35.43,3.19,42.52,2024-04-08 21:44:42
2132,59,GAME 59ZZZZZZZZZZZZZ,G59ZZ,1,20.37,1.83,24.44,2024-04-08 14:24:53
2133,44,GAME 44ZZZZZZZZZZZZZ,G44ZZ,1,12.31,1.11,14.77,2024-04-01 04:32:54
2134,28,GAME 28ZZZZZZZZZZZZZ,G28ZZ,1,62.91,5.66,75.49,2024-04-29 01:20:09
2135,32,GAME 32ZZZZZZZZZZZZZ,G32ZZ,2,92.94,8.36,111.53,2024-04-21 02:59:42
2136,72,GAME 72ZZZZZZZZZZZZZ,G72ZZ,2,31.68,2.85,38.02,2024-04-23 03:40:20
2137,48,GAME 48ZZZZZZZZZZZZZ,G48ZZ,2,90.93,8.18,109.12,2024-04-20 23:19:12
2138,90,GAME 90ZZZZZZZZZZZZZ,G90ZZ,2,79.72,7.17,95.66,2024-04-21 12:34:03
2139,15,GAME 15ZZZZZZZZZZZZZ,G15ZZ,2,62.54,5.63,75.05,2024-04-27 22:55:50
2140,38,GAME 38ZZZZZZZZZZZZZ,G38ZZ,1,74.28,6.69,89.14,2024-04-09 21:11:08
2141,27,GAME 27ZZZZZZZZZZZZZ,G27ZZ,1,65.80,5.92,78.96,2024-04-26 07:33:09
2142,62,GAME 62ZZZZZZZZZZZZZ,G62ZZ,2,64.86,5.84,77.83,2024-04-21 03:01:13
2143,49,GAME 49ZZZZZZZZZZZZZ,G49ZZ,2,46.41,4.18,55.69,2024-04-19 16:23:24
2144,46,GAME 46ZZZZZZZZZZZZZ,G46ZZ,1,32.68,2.94,39.22,2024-04-04 18:38:40
2145,38,GAME 38ZZZZZZZZZZZZZ,G38ZZ,2,42.57,3.83,51.08,2024-04-23 13:34:00
2146,76,GAME 76ZZZZZZZZZZZZZ,G76ZZ,2,10.90,0.98,13.08,2024-04-29 06:02:16
2147,17,GAME 17ZZZZZZZZZZZZZ,G17ZZ,1,62.93,5.66,75.52,2024-04-03 02:27:21
2148,92,GAME 92ZZZZZZZZZZZZZ,G92ZZ,2,51.79,4.66,62.15,2024-04-26 11:59:29
2149,55,GAME 55ZZZZZZZZZZZZZ,G55ZZ,2,99.72,8.97,119.66,2024-04-27 20:43:24
2150,88,GAME 88ZZZZZZZZZZZZZ,G88ZZ,2,28.28,2.55,33.94,2024-04-16 02:02:18
2151,38,GAME 38ZZZZZZZZZZZZZ,G38ZZ,2,19.91,1.79,23.89,2024-04-09 09:42:48
2152,84,GAME 84ZZZZZZZZZZZZZ,G84ZZ,1,91.13,8.20,109.36,2024-04-12 10:30:52
2153,17,GAME 17ZZZZZZZZZZZZZ,G17ZZ,1,33.86,3.05,40.63,2024-04-28 08:30:43
2154,5,GAME 5ZZZZZZZZZZZZZZ,G5ZZZ,1,45.89,4.13,55.07,2024-04-27 15:52:56
2155,35,GAME 35ZZZZZZZZZZZZZ,G35ZZ,2,73.37,6.60,88.04,2024-04-26 05:51:06
2156,84,GAME 84ZZZZZZZZZZZZZ,G84ZZ,1,61.85,5.57,74.22,2024-04-20 05:26:06
2157,67,GAME 67ZZZZZZZZZZZZZ,G67ZZ,1,43.35,3.90,52.02,2024-04-11 19:46:33
2158,90,GAME 90ZZZZZZZZZZZZZ,G90ZZ,2,11.30,1.02,13.56,2024-04-26 12:40:19
2159,25,GAME 25ZZZZZZZZZZZZZ,G25ZZ,1,16.61,1.49,19.93,2024-04-16 16:23:33
2160,82,GAME 82ZZZZZZZZZZZZZ,G82ZZ,1,54.72,4.92,65.66,2024-04-26 11:31:43
2161,60,GAME 60ZZZZZZZZZZZZZ,G60ZZ,1,63.43,5.71,76.12,2024-04-18 06:25:46
2162,40,GAME 40ZZZZZZZZZZZZZ,G40ZZ,2,15.76,1.42,18.91,2024-04-02 00:30:52
2163,92,GAME 92ZZZZZZZZZZZZZ,G92ZZ,1,93.43,8.41,112.12,2024-04-28 11:50:26
2164,21,GAME 21ZZZZZZZZZZZZZ,G21ZZ,2,18.88,1.70,22.66,2024-04-09 01:40:23
2165,14,GAME 14ZZZZZZZZZZZZZ,G14ZZ,1,2.16,0.19,2.59,2024-04-19 17:17:22
2166,52,GAME 52ZZZZZZZZZZZZZ,G52ZZ,1,19.27,1.73,23.12,2024-04-01 13:54:42
2167,98,GAME 98ZZZZZZZZZZZZZ,G98ZZ,1,76.29,6.87,91.55,2024-04-19 14:34:35
2168,28,GAME 28ZZZZZZZZZZZZZ,G28ZZ,2,25.37,2.28,30.44,2024-04-12 22:08:15
2169,10,GAME 10ZZZZZZZZZZZZZ,G10ZZ,1,8.50,0.77,10.20,2024-04-18 00:23:45
2170,72,GAME 72ZZZZZZZZZZZZZ,G72ZZ,2,73.62,6.63,88.34,2024-04-03 22:05:50
2171,26,GAME 26ZZZZZZZZZZZZZ,G26ZZ,1,93.59,8.42,112.31,2024-04-19 10:18:46
2172,40,GAME 40ZZZZZZZZZZZZZ,G40ZZ,1,44.95,4.05,53.94,2024-04-22 01:48:07
2173,28,GAME 28ZZZZZZZZZZZZZ,G28ZZ,1,33.65,3.03,40.38,2024-04-18 02:28:56
2174,37,GAME 37ZZZZZZZZZZZZZ,G37ZZ,1,35.36,3.18,42.43,2024-04-18 10:45:36
2175,70,GAME 70ZZZZZZZZZZZZZ,G70ZZ,1,30.48,2.74,36.58,2024-04-11 03:58:03
2176,57,GAME 57ZZZZZZZZZZZZZ,G57ZZ,1,87.77,7.90,105.32,2024-04-02 11:23:20
2177,18,GAME 18ZZZZZZZZZZZZZ,G18ZZ,1,22.83,2.05,27.40,2024-04-01 00:00:19
2178,81,GAME 81ZZZZZZZZZZZZZ,G81ZZ,1,26.92,2.42,32.30,2024-04-12 19:15:18
2179,30,GAME 30ZZZZZZZZZZZZZ,G30ZZ,1,65.01,5.85,78.01,2024-04-17 08:18:35
2180,36,GAME 36ZZZZZZZZZZZZZ,G36ZZ,1,91.66,8.25,109.99,2024-04-30 21:10:56
2181,37,GAME 37ZZZZZZZZZZZZZ,G37ZZ,2,97.77,8.80,117.32,2024-04-14 13:24:51
2182,1,GAME 1ZZZZZZZZZZZZZZ,G1ZZZ,1,41.92,3.77,50.30,2024-04-02 02:31:31
2183,75,GAME 75ZZZZZZZZZZZZZ,G75ZZ,2,35.19,3.17,42.23,2024-04-09 07:45:21
2184,56,GAME 56ZZZZZZZZZZZZZ,G56ZZ,1,7.40,0.67,8.88,2024-04-05 03:36:12
2185,29,GAME 29ZZZZZZZZZZZZZ,G29ZZ,1,60.55,5.45,72.66,2024-04-20 19:06:38
2186,18,GAME 18ZZZZZZZZZZZZZ,G18ZZ,2,0.81,0.07,0.97,2024-04-29 03:36:54
2187,75,GAME 75ZZZZZZZZZZZZZ,G75ZZ,1,63.99,5.76,76.79,2024-04-11 15:12:29
2188,88,GAME 88ZZZZZZZZZZZZZ,G88ZZ,1,12.67,1.14,15.20,2024-04-20 02:23:14
2189,44,GAME 44ZZZZZZZZZZZZZ,G44ZZ,2,65.77,5.92,78.92,2024-04-15 17:48:32
2190,71,GAME 71ZZZZZZZZZZZZZ,G71ZZ,2,44.50,4.01,53.40,2024-04-14 12:46:54
2191,4,GAME 4ZZZZZZZZZZZZZZ,G4ZZZ,1,96.47,8.68,115.76,2024-04-13 20:50:40
2192,14,GAME 14ZZZZZZZZZZZZZ,G14ZZ,2,91.41,8.23,109.69,2024-04-01 07:01:16
2193,25,GAME 25ZZZZZZZZZZZZZ,G25ZZ,2,72.40,6.52,86.88,2024-04-21 11:46:25
2194,95,GAME 95ZZZZZZZZZZZZZ,G95ZZ,1,7.27,0.65,8.72,2024-04-19 12:51:49
2195,21,GAME 21ZZZZZZZZZZZZZ,G21ZZ,1,28.68,2.58,34.42,2024-04-05 22:16:56
2196,40,GAME 40ZZZZZZZZZZZZZ,G40ZZ,1,42.54,3.83,51.05,2024-04-06 01:27:58
2197,16,GAME 16ZZZZZZZZZZZZZ,G16ZZ,1,96.71,8.70,116.05,2024-04-20 10:40:56
2198,66,GAME 66ZZZZZZZZZZZZZ,G66ZZ,1,35.97,3.24,43.16,2024-04-02 11:41:44
2199,90,GAME 90ZZZZZZZZZZZZZ,G90ZZ,2,28.94,2.60,34.73,2024-04-07 09:33:07
2200,17,GAME 17ZZZZZZZZZZZZZ,G17ZZ,2,30.73,2.77,36.88,2024-04-17 08:06:09
2201,83,GAME 83ZZZZZZZZZZZZZ,G83ZZ,2,45.84,4.13,55.01,2024-04-18 14:37:01
2202,72,GAME 72ZZZZZZZZZZZZZ,G72ZZ,2,19.56,1.76,23.47,2024-04-01 05:00:34
2203,55,GAME 55ZZZZZZZZZZZZZ,G55ZZ,1,70.84,6.38,85.01,2024-04-18 03:50:32
2204,15,GAME 15ZZZZZZZZZZZZZ,G15ZZ,1,62.94,5.66,75.53,2024-04-01 01:12:28
2205,29,GAME 29ZZZZZZZZZZZZZ,G29ZZ,2,15.32,1.38,18.38,2024-04-08 04:57:50
2206,35,GAME 35ZZZZZZZZZZZZZ,G35ZZ,2,62.54,5.63,75.05,2024-04-30 05:23:41
2207,48,GAME 48ZZZZZZZZZZZZZ,G48ZZ,1,12.71,1.14,15.25,2024-04-15 07:58:44
2208,9,GAME 9ZZZZZZZZZZZZZZ,G9ZZZ,1,66.81,6.01,80.17,2024-04-02 03:10:38
2209,14,GAME 14ZZZZZZZZZZZZZ,G14ZZ,2,85.55,7.70,102.66,2024-04-29 21:45:38
2210,56,GAME 56ZZZZZZZZZZZZZ,G56ZZ,1,76.72,6.90,92.06,2024-04-21 10:32:09
2211,89,GAME 89ZZZZZZZZZZZZZ,G89ZZ,1,70.30,6.33,84.36,2024-04-11 03:07:45
2212,53,GAME 53ZZZZZZZZZZZZZ,G53ZZ,2,61.98,5.58,74.38,2024-04-17 13:05:35
2213,51,GAME 51ZZZZZZZZZZZZZ,G51ZZ,1,50.41,4.54,60.49,2024-04-11 11:17:47
2214,60,GAME 60ZZZZZZZZZZZZZ,G60ZZ,1,79.00,7.11,94.80,2024-04-21 03:04:43
2215,13,GAME 13ZZZZZZZZZZZZZ,G13ZZ,2,38.66,3.48,46.39,2024-04-07 08:13:45
2216,30,GAME 30ZZZZZZZZZZZZZ,G30ZZ,2,51.27,4.61,61.52,2024-04-07 03:07:18
2217,52,GAME 52ZZZZZZZZZZZZZ,G52ZZ,1,55.71,5.01,66.85,2024-04-12 18:32:11
2218,46,GAME 46ZZZZZZZZZZZZZ,G46ZZ,2,67.50,6.08,81.00,2024-04-04 07:08:04
2219,62,GAME 62ZZZZZZZZZZZZZ,G62ZZ,2,25.03,2.25,30.04,2024-04-04 18:09:18
2220,29,GAME 29ZZZZZZZZZZZZZ,G29ZZ,1,17.55,1.58,21.06,2024-04-04 13:37:31
2221,76,GAME 76ZZZZZZZZZZZZZ,G76ZZ,2,17.77,1.60,21.32,2024-04-06 19:12:33
2222,82,GAME 82ZZZZZZZZZZZZZ,G82ZZ,1,5.15,0.46,6.18,2024-04-19 16:32:42
2223,73,GAME 73ZZZZZZZZZZZZZ,G73ZZ,1,57.59,5.18,69.11,2024-04-30 01:40:04
2224,78,GAME 78ZZZZZZZZZZZZZ,G78ZZ,1,91.84,8.27,110.21,2024-04-11 06:45:35
2225,11,GAME 11ZZZZZZZZZZZZZ,G11ZZ,2,30.66,2.76,36.79,2024-04-12 12:09:37
2226,73,GAME 73ZZZZZZZZZZZZZ,G73ZZ,2,68.62,6.18,82.34,2024-04-15 01:42:09
2227,37,GAME 37ZZZZZZZZZZZZZ,G37ZZ,1,34.34,3.09,41.21,2024-04-28 14:40:48
2228,75,GAME 75ZZZZZZZZZZZZZ,G75ZZ,1,60.49,5.44,72.59,2024-04-05 16:43:05
2229,65,GAME 65ZZZZZZZZZZZZZ,G65ZZ,1,56.46,5.08,67.75,2024-04-28 03:50:22
2230,51,GAME 51ZZZZZZZZZZZZZ,G51ZZ,1,20.67,1.86,24.80,2024-04-12 18:49:53
2231,55,GAME 55ZZZZZZZZZZZZZ,G55ZZ,1,73.26,6.59,87.91,2024-04-08 12:24:39
2232,18,GAME 18ZZZZZZZZZZZZZ,G18ZZ,2,3.07,0.28,3.68,2024-04-28 22:40:09
2233,100,GAME 100ZZZZZZZZZZZZ,G100Z,2,25.44,2.29,30.53,2024-04-13 05:33:24
2234,63,GAME 63ZZZZZZZZZZZZZ,G63ZZ,1,36.73,3.31,44.08,2024-04-30 00:17:54
2235,10,GAME 10ZZZZZZZZZZZZZ,G10ZZ,1,18.11,1.63,21.73,2024-04-30 21:30:26
2236,90,GAME 90ZZZZZZZZZZZZZ,G90ZZ,2,98.56,8.87,118.27,2024-04-25 19:50:31
2237,37,GAME 37ZZZZZZZZZZZZZ,G37ZZ,2,52.54,4.73,63.05,2024-04-12 18:24:18
2238,35,GAME 35ZZZZZZZZZZZZZ,G35ZZ,2,60.38,5.43,72.46,2024-04-06 16:39:12
2239,64,GAME 64ZZZZZZZZZZZZZ,G64ZZ,2,44.71,4.02,53.65,2024-04-11 00:13:35
2240,82,GAME 82ZZZZZZZZZZZZZ,G82ZZ,1,4.93,0.44,5.92,2024-04-06 15:04:55
2241,57,GAME 57ZZZZZZZZZZZZZ,G57ZZ,1,2.46,0.22,2.95,2024-04-10 16:31:12
2242,73,GAME 73ZZZZZZZZZZZZZ,G73ZZ,2,78.79,7.09,94.55,2024-04-16 14:44:03
2243,65,GAME 65ZZZZZZZZZZZZZ,G65ZZ,1,99.71,8.97,119.65,2024-04-17 11:17:23
2244,66,GAME 66ZZZZZZZZZZZZZ,G66ZZ,2,6.90,0.62,8.28,2024-04-01 05:36:17
2245,84,GAME 84ZZZZZZZZZZZZZ,G84ZZ,2,9.27,0.83,11.12,2024-04-07 12:36:04
2246,74,GAME 74ZZZZZZZZZZZZZ,G74ZZ,1,97.10,8.74,116.52,2024-04-13 19:19:40
2247,93,GAME 93ZZZZZZZZZZZZZ,G93ZZ,1,87.93,7.91,105.52,2024-04-10 02:02:22
2248,43,GAME 43ZZZZZZZZZZZZZ,G43ZZ,1,37.92,3.41,45.50,2024-04-11 21:34:04
2249,71,GAME 71ZZZZZZZZZZZZZ,G71ZZ,1,76.12,6.85,91.34,2024-04-23 16:23:51
2250,48,GAME 48ZZZZZZZZZZZZZ,G48ZZ,2,50.44,4.54,60.53,2024-04-27 02:30:02
2251,53,GAME 53ZZZZZZZZZZZZZ,G53ZZ,1,5.31,0.48,6.37,2024-04-12 02:01:50
2252,22,GAME 22ZZZZZZZZZZZZZ,G22ZZ,1,16.01,1.44,19.21,2024-04-05 00:27:25
2253,88,GAME 88ZZZZZZZZZZZZZ,G88ZZ,1,47.66,4.29,57.19,2024-04-21 13:07:03
2254,92,GAME 92ZZZZZZZZZZZZZ,G92ZZ,2,24.26,2.18,29.11,2024-04-30 10:52:07
2255,20,GAME 20ZZZZZZZZZZZZZ,G20ZZ,2,92.32,8.31,110.78,2024-04-09 05:13:40
2256,83,GAME 83ZZZZZZZZZZZZZ,G83ZZ,2,87.85,7.91,105.42,2024-04-25 06:11:18
2257,40,GAME 40ZZZZZZZZZZZZZ,G40ZZ,1,61.61,5.54,73.93,2024-04-08 10:29:19
2258,70,GAME 70ZZZZZZZZZZZZZ,G70ZZ,2,57.05,5.13,68.46,2024-04-15 08:42:27
2259,10,GAME 10ZZZZZZZZZZZZZ,G10ZZ,1,57.45,5.17,68.94,2024-04-06 10:28:09
2260,59,GAME 59ZZZZZZZZZZZZZ,G59ZZ,1,52.99,4.77,63.59,2024-04-17 12:12:53
2261,86,GAME 86ZZZZZZZZZZZZZ,G86ZZ,2,46.41,4.18,55.69,2024-04-17 18:27:53
2262,38,GAME 38ZZZZZZZZZZZZZ,G38ZZ,1,75.21,6.77,90.25,2024-04-04 19:56:42
2263,10,GAME 10ZZZZZZZZZZZZZ,G10ZZ,1,91.97,8.28,110.36,2024-04-02 17:53:41
2264,72,GAME 72ZZZZZZZZZZZZZ,G72ZZ,2,38.73,3.49,46.48,2024-04-03 07:48:24
2265,81,GAME 81ZZZZZZZZZZZZZ,G81ZZ,2,39.50,3.56,47.40,2024-04-07 14:20:22
2266,72,GAME 72ZZZZZZZZZZZZZ,G72ZZ,2,56.92,5.12,68.30,2024-04-24 22:43:40
2267,51,GAME 51ZZZZZZZZZZZZZ,G51ZZ,2,65.46,5.89,78.55,2024-04-16 04:32:17
2268,50,GAME 50ZZZZZZZZZZZZZ,G50ZZ,2,16.96,1.53,20.35,2024-04-08 16:04:55
2269,25,GAME 25ZZZZZZZZZZZZZ,G25ZZ,1,55.25,4.97,66.30,2024-04-04 04:17:13
2270,78,GAME 78ZZZZZZZZZZZZZ,G78ZZ,2,41.51,3.74,49.81,2024-04-11 10:22:56
2271,41,GAME 41ZZZZZZZZZZZZZ,G41ZZ,1,57.18,5.15,68.62,2024-04-23 21:18:20
2272,35,GAME 35ZZZZZZZZZZZZZ,G35ZZ,1,97.22,8.75,116.66,2024-04-19 03:14:29
2273,71,GAME 71ZZZZZZZZZZZZZ,G71ZZ,1,32.54,2.93,39.05,2024-04-03 04:07:35
2274,13,GAME 13ZZZZZZZZZZZZZ,G13ZZ,1,91.40,8.23,109.68,2024-04-23 10:14:06
2275,55,GAME 55ZZZZZZZZZZZZZ,G55ZZ,2,40.47,3.64,48.56,2024-04-06 14:04:40
2276,52,GAME 52ZZZZZZZZZZZZZ,G52ZZ,2,94.48,8.50,113.38,2024-04-07 02:51:28
2277,89,GAME 89ZZZZZZZZZZZZZ,G89ZZ,1,40.61,3.65,48.73,2024-04-12 15:21:38
2278,7,GAME 7ZZZZZZZZZZZZZZ,G7ZZZ,1,77.23,6.95,92.68,2024-04-15 22:54:23
2279,47,GAME 47ZZZZZZZZZZZZZ,G47ZZ,1,96.23,8.66,115.48,2024-04-03 05:40:48
2280,78,GAME 78ZZZZZZZZZZZZZ,G78ZZ,1,56.76,5.11,68.11,2024-04-22 20:57:23
2281,98,GAME 98ZZZZZZZZZZZZZ,G98ZZ,2,16.21,1.46,19.45,2024-04-30 03:18:52
2282,73,GAME 73ZZZZZZZZZZZZZ,G73ZZ,1,91.33,8.22,109.60,2024-04-15 17:19:01
2283,58,GAME 58ZZZZZZZZZZZZZ,G58ZZ,1,87.93,7.91,105.52,2024-04-28 18:59:57
2284,41,GAME 41ZZZZZZZZZZZZZ,G41ZZ,2,45.88,4.13,55.06,2024-04-17 19:01:31
2285,60,GAME 60ZZZZZZZZZZZZZ,G60ZZ,1,47.64,4.29,57.17,2024-04-30 20:27:34
2286,12,GAME 12ZZZZZZZZZZZZZ,G12ZZ,2,1.33,0.12,1.60,2024-04-02 02:48:09
2287,96,GAME 96ZZZZZZZZZZZZZ,G96ZZ,2,82.93,7.46,99.52,2024-04-07 14:31:10
2288,97,GAME 97ZZZZZZZZZZZZZ,G97ZZ,1,94.98,8.55,113.98,2024-04-03 20:57:57
2289,88,GAME 88ZZZZZZZZZZZZZ,G88ZZ,2,9.44,0.85,11.33,2024-04-04 23:46:36
2290,14,GAME 14ZZZZZZZZZZZZZ,G14ZZ,1,34.73,3.13,41.68,2024-04-26 15:21:30
2291,84,GAME 84ZZZZZZZZZZZZZ,G84ZZ,2,55.11,4.96,66.13,2024-04-15 14:04:45
2292,31,GAME 31ZZZZZZZZZZZZZ,G31ZZ,2,18.29,1.65,21.95,2024-04-17 20:24:05
2293,39,GAME 39ZZZZZZZZZZZZZ,G39ZZ,1,87.55,7.88,105.06,2024-04-20 10:16:34
2294,48,GAME 48ZZZZZZZZZZZZZ,G48ZZ,1,35.31,3.18,42.37,2024-04-09 08:11:26
2295,95,GAME 95ZZZZZZZZZZZZZ,G95ZZ,2,49.88,4.49,59.86,2024-04-26 14:40:00
2296,31,GAME 31ZZZZZZZZZZZZZ,G31ZZ,2,22.67,2.04,27.20,2024-04-22 04:38:55
2297,66,GAME 66ZZZZZZZZZZZZZ,G66ZZ,1,17.07,1.54,20.48,2024-04-20 23:33:42
2298,60,GAME 60ZZZZZZZZZZZZZ,G60ZZ,1,54.92,4.94,65.90,2024-04-30 07:22:37
2299,81,GAME 81ZZZZZZZZZZZZZ,G81ZZ,2,36.51,3.29,43.81,2024-04-12 13:34:37
2300,90,GAME 90ZZZZZZZZZZZZZ,G90ZZ,1,66.32,5.97,79.58,2024-04-27 21:02:07
2301,77,GAME 77ZZZZZZZZZZZZZ,G77ZZ,1,84.24,7.58,101.09,2024-04-11 14:35:02
2302,16,GAME 16ZZZZZZZZZZZZZ,G16ZZ,1,38.21,3.44,45.85,2024-04-27 17:35:42
2303,16,GAME 16ZZZZZZZZZZZZZ,G16ZZ,2,12.87,1.16,15.44,2024-04-11 21:16:46
2304,41,GAME 41ZZZZZZZZZZZZZ,G41ZZ,1,27.54,2.48,33.05,2024-04-05 14:09:32
2305,26,GAME 26ZZZZZZZZZZZZZ,G26ZZ,2,20.44,1.84,24.53,2024-04-09 07:30:06
2306,88,GAME 88ZZZZZZZZZZZZZ,G88ZZ,2,24.15,2.17,28.98,2024-04-01 16:30:05
2307,86,GAME 86ZZZZZZZZZZZZZ,G86ZZ,1,64.81,5.83,77.77,2024-04-08 10:51:34
2308,39,GAME 39ZZZZZZZZZZZZZ,G39ZZ,2,86.15,7.75,103.38,2024-04-22 23:03:00
2309,41,GAME 41ZZZZZZZZZZZZZ,G41ZZ,1,39.27,3.53,47.12,2024-04-02 14:50:01
2310,95,GAME 95ZZZZZZZZZZZZZ,G95ZZ,2,26.07,2.35,31.28,2024-04-04 07:30:04
2311,34,GAME 34ZZZZZZZZZZZZZ,G34ZZ,2,16.66,1.50,19.99,2024-04-11 06:54:12
2312,85,GAME 85ZZZZZZZZZZZZZ,G85ZZ,2,81.42,7.33,97.70,2024-04-25 05:06:54
2313,72,GAME 72ZZZZZZZZZZZZZ,G72ZZ,2,37.67,3.39,45.20,2024-04-13 00:50:29
2314,48,GAME 48ZZZZZZZZZZZZZ,G48ZZ,2,61.91,5.57,74.29,2024-04-02 21:16:34
2315,45,GAME 45ZZZZZZZZZZZZZ,G45ZZ,2,40.18,3.62,48.22,2024-04-05 16:13:30
2316,75,GAME 75ZZZZZZZZZZZZZ,G75ZZ,2,93.97,8.46,112.76,2024-04-25 17:06:19
2317,52,GAME 52ZZZZZZZZZZZZZ,G52ZZ,2,99.04,8.91,118.85,2024-04-29 04:21:54
2318,71,GAME 71ZZZZZZZZZZZZZ,G71ZZ,1,87.90,7.91,105.48,2024-04-11 22:35:03
2319,82,GAME 82ZZZZZZZZZZZZZ,G82ZZ,2,17.18,1.55,20.62,2024-04-07 23:50:22
2320,59,GAME 59ZZZZZZZZZZZZZ,G59ZZ,1,3.87,0.35,4.64,2024-04-30 20:15:45
2321,80,GAME 80ZZZZZZZZZZZZZ,G80ZZ,1,0.05,0.00,0.06,2024-04-17 22:04:49
2322,20,GAME 20ZZZZZZZZZZZZZ,G20ZZ,1,42.87,3.86,51.44,2024-04-14 10:29:14
2323,61,GAME 61ZZZZZZZZZZZZZ,G61ZZ,2,75.59,6.80,90.71,2024-04-19 20:06:25
2324,28,GAME 28ZZZZZZZZZZZZZ,G28ZZ,1,4.57,0.41,5.48,2024-04-10 19:10:42
2325,8,GAME 8ZZZZZZZZZZZZZZ,G8ZZZ,2,33.32,3.00,39.98,2024-04-27 04:25:36
2326,61,GAME 61ZZZZZZZZZZZZZ,G61ZZ,1,35.40,3.19,42.48,2024-04-09 21:17:56
2327,9,GAME 9ZZZZZZZZZZZZZZ,G9ZZZ,1,40.65,3.66,48.78,2024-04-11 20:59:10
2328,74,GAME 74ZZZZZZZZZZZZZ,G74ZZ,2,0.98,0.09,1.18,2024-04-13 23:47:28
2329,58,GAME 58ZZZZZZZZZZZZZ,G58ZZ,2,16.11,1.45,19.33,2024-04-02 01:12:55
2330,83,GAME 83ZZZZZZZZZZZZZ,G83ZZ,2,3.88,0.35,4.66,2024-04-09 06:11:18
2331,12,GAME 12ZZZZZZZZZZZZZ,G12ZZ,1,60.93,5.48,73.12,2024-04-04 04:51:07
2332,12,GAME 12ZZZZZZZZZZZZZ,G12ZZ,1,91.00,8.19,109.20,2024-04-08 01:20:32
2333,36,GAME 36ZZZZZZZZZZZZZ,G36ZZ,2,58.91,5.30,70.69,2024-04-19 00:11:12
2334,5,GAME 5ZZZZZZZZZZZZZZ,G5ZZZ,1,48.39,4.36,58.07,2024-04-12 11:31:00
2335,33,GAME 33ZZZZZZZZZZZZZ,G33ZZ,1,84.64,7.62,101.57,2024-04-28 00:20:49
2336,55,GAME 55ZZZZZZZZZZZZZ,G55ZZ,1,22.34,2.01,26.81,2024-04-14 15:59:51
2337,48,GAME 48ZZZZZZZZZZZZZ,G48ZZ,1,19.75,1.78,23.70,2024-04-03 09:34:03
2338,49,GAME 49ZZZZZZZZZZZZZ,G49ZZ,2,74.65,6.72,89.58,2024-04-24 11:37:11
2339,36,GAME 36ZZZZZZZZZZZZZ,G36ZZ,2,73.60,6.62,88.32,2024-04-02 20:15:18
2340,82,GAME 82ZZZZZZZZZZZZZ,G82ZZ,2,31.09,2.80,37.31,2024-04-18 18:14:02
